cpu,motherboard,gpu,ram,psu,price,type,rating
Intel Core i7-12700,Gigabyte H610I DDR4,GeForce RTX 3060,G.Skill F4-3600C17Q-64GTZ 64 GB,EVGA SuperNOVA 750 P6,1599.3600000000001,Professional,29.19855442176871
Intel Core i3-12100T,Gigabyte B660 AORUS Master DDR4,GeForce RTX 2060 SUPER,G.Skill Trident Z Royal Elite 16 GB,SeaSonic PRIME Ultra Platinum 850,1564.74,Multimedia,27.623439037795418
AMD A8-9600,Gigabyte B550M DS3H,GeForce RTX 3060 Ti,Kingston KVR16LS11/4 4 GB,Thermaltake Smart,882.9000000000001,Professional,34.57129912787405
Intel Core i3-12100,Biostar Z690A VALKYRIE,Radeon RX 6800 XT,G.Skill Ripjaws X 16 GB,be quiet! Straight Power 11,1607.5800000000002,Office,17.22713644111024
Intel Core i5-11600K @ 3.90GHz,MSI Z590-A PRO,Radeon VII,Crucial Ballistix Sport LT 16 GB,Silverstone Essential,2478.5899999999997,Professional,11.67740529898047
Intel Core i5-11500 @ 2.70GHz,ASRock Z490 PG Velocita,GeForce RTX 2070 SUPER,Kingston ValueRAM 16 GB,Corsair RM650,1320.07,Gaming,16.512154658465082
Intel Core i5-11400 @ 2.60GHz,Gigabyte Z590 AORUS ELITE,GeForce RTX 2080 Ti,G.Skill Trident Z5 RGB 32 GB,Corsair HX1200i,2201.8999999999996,All-in-One,17.74903492438349
AMD Ryzen 9 5950X,Asus EX-A320M-GAMING,Radeon RX 6700 XT,Kingston ValueRAM 32 GB,Corsair VS550 (2018),1686.92,All-in-One,27.691651056363074
Intel Core i3-12100T,EVGA Z690 DARK K|NGP|N,Radeon RX 570X,Mushkin Silverline 16 GB,be quiet! System Power 9 500 CM,1361.71,Office,19.734010912749408
AMD Ryzen 7 5800X3D,Asus TUF GAMING B550M-PLUS (WI-FI),Radeon RX Vega 64,Mushkin Redline 64 GB,Silverstone Strider Platinum,2127.9700000000003,Office,20.066072360042668
AMD Athlon 200GE,Gigabyte B450M DS3H,Radeon RX 5600 XT,ADATA XPG SPECTRIX D50 32 GB,SeaSonic FOCUS PLUS 850 Gold,1133.8600000000001,Office,20.90381528583776
Intel Core i5-12600KF,ASRock B760M-HDV/M.2 D4,Radeon RX 570X,Kingston KVR13E9/8I 8 GB,EVGA SuperNOVA 850 G+,965.76,Professional,19.012487574552686
Intel Core i5-9600K @ 3.70GHz,Supermicro MBD-X11SCV-Q-O,GeForce RTX 2080,TEAMGROUP T-Create Expert 64 GB,LEPA MaxBron,1504.29,Professional,31.18148761209607
AMD Ryzen 7 2700X,Gigabyte X570 UD,GeForce RTX 2080,ADATA XPG SPECTRIX D50 32 GB,Corsair AX1600i,1796.49,All-in-One,20.525580437408504
Intel Core i9-12900K,Gigabyte Z690 AERO G DDR4,GeForce RTX 3080,Mushkin Redline Lumina 16 GB,Corsair HX1000i,2326.27,Office,13.607190910771322
Intel Core i5-7500T @ 2.70GHz,MSI MAG Z390 TOMAHAWK,Radeon RX 6600 XT,Kingston KTM-SX316S8/4G 4 GB,NOX Hummer,1148.1100000000001,All-in-One,25.278414089242325
Intel Core i7-12700F,Asus PRIME H670-PLUS D4,TITAN V,Corsair Dominator Platinum RGB 64 GB,SeaSonic PRIME PX,3143.62,Gaming,10.715735362416575
Intel Core i7-12700F,EVGA Z790 DARK K|NGP|N,Radeon RX 5700 XT,Kingston KTL-TS421/16G 16 GB,Cooler Master V650 V2,1942.8500000000001,Gaming,14.57086239287644
Intel Celeron G5905T @ 3.30GHz,ASRock Z590 OC Formula,Radeon RX 5700,GeIL Polaris RGB SYNC 32 GB,SeaSonic PRIME Ultra Platinum 850,1815.2600000000002,All-in-One,17.804501834447958
AMD Ryzen 9 5900X,Asus ProArt B550-CREATOR,GeForce RTX 2070,G.Skill Ripjaws 32 GB,Corsair HX750 Platinum,1635.44,Office,20.645208628870517
AMD Ryzen 5 5600,MSI MPG X570S EDGE MAX WIFI,GeForce RTX 2080 Ti,G.Skill Ripjaws 32 GB,EVGA SuperNOVA 1000 G6,1676.54,Office,19.11555942596061
AMD Ryzen 5 3600,MSI PRO B550M-VC WIFI,GeForce RTX 2060 SUPER,G.Skill Aegis 16 GB,Deepcool PX-G,1076.5900000000001,Multimedia,42.49621490075145
Intel Core i5-11600K @ 3.90GHz,MSI MEG Z590 UNIFY-X,Radeon RX 6800,Mushkin Essentials 32 GB,SeaSonic CORE GM,1321.95,All-in-One,31.648398199629334
Intel Core i5-11600KF @ 3.90GHz,Asus ROG STRIX Z590-A GAMING WIFI,Radeon RX 550,Corsair Vengeance RGB Pro 8 GB,Super Flower Leadex Titanium,954.99,Gaming,18.445219321668286
Intel Core i5-12500T,Gigabyte Z790 AORUS ELITE DDR4,Radeon RX 6800,G.Skill Ripjaws X 8 GB,In Win IP-S300FF1-0,1386.94,Professional,24.033844290308156
Intel Core i7-10700 @ 2.90GHz,Asus PRO Q570M-C/CSM,GeForce RTX 2080 Ti,Mushkin Essentials 8 GB,Corsair RM850x (2018),1703.2199999999998,Multimedia,27.5202263947112
AMD Ryzen 7 3700X,MSI MAG B550 TOMAHAWK,GeForce RTX 3080 Ti,Neo Forza MARS 32 GB,Silverstone Strider,1990.48,Office,14.509063140549014
Intel Core i5-10400T @ 2.00GHz,Asus ROG STRIX Z590-A GAMING WIFI,GeForce RTX 2080 SUPER,G.Skill Trident Z RGB 96 GB,Super Flower Leadex III ARGB,1734.44,Office,29.639537833537048
Intel Core i3-12100T,Asus PRIME H610M-A D4-CSM,GeForce GTX 1650,G.Skill Value 8 GB,SeaSonic SS-600ES,566.53,All-in-One,43.031790019945994
Intel Core i3-10305 @ 3.80GHz,Asus PRIME H510M-K,GeForce RTX 2070,Mushkin Silverline 64 GB,Asus ROG Strix,1174.3300000000002,Office,36.2794103871995
Intel Core i7-9700 @ 3.00GHz,ASRock Z370 Extreme4,Radeon RX 5700 XT,Crucial CT51264BF160BJ 4 GB,Thermaltake German,2147.8900000000003,Professional,13.383366932198573
AMD Ryzen 7 PRO 3700,ASRock B450M Pro4,Radeon RX 6800,Kingston FURY Beast 16 GB,Enermax Revolution D.F.,1386.94,Office,16.178061055272757
Intel Celeron G5905 @ 3.50GHz,Gigabyte Z490 AORUS MASTER,Radeon VII,Kingston FURY Beast 64 GB,SeaSonic PRIME Ultra Titanium,3110.7400000000002,Professional,13.933501353375725
AMD Ryzen 3 3100,MSI MAG B550 TOMAHAWK,GeForce RTX 2070 SUPER,G.Skill Trident Z Neo 64 GB,Corsair RM650,1615.14,Multimedia,29.762125883824314
Intel Pentium Gold G6500T @ 3.50GHz,ASRock H510M-HDV/M.2,GeForce RTX 2080,Kingston Impact 32 GB,PC Power & Cooling PM0600,1403.49,Professional,26.580880519276946
Intel Pentium Gold G6600 @ 4.20GHz,Asus TUF GAMING H570-PRO WIFI,Radeon Pro W5500,TEAMGROUP T-Force Vulcan Z 16 GB,be quiet! Pure Power 11,889.62,Office,24.574537442953172
Intel Pentium Gold G5500T @ 3.20GHz,Asus Prime H310M-C R2.0/CSM,GeForce GTX 1660,PNY Optima 4 GB,Asus TUF Gaming 750G,807.9000000000001,Multimedia,41.90741428394603
Intel Core i9-10900K @ 3.70GHz,Asus ROG MAXIMUS XII EXTREME,GeForce GT 1030,Corsair Vengeance 4 GB,Silverstone SX700-PT,1652.8700000000001,All-in-One,12.933019535716664
AMD Ryzen 7 3800XT,Gigabyte B450M DS3H,Radeon RX 5600 XT,Kingston FURY Beast RGB 16 GB,EVGA GE,1277.53,Gaming,16.77479198140161
AMD Ryzen 5 1400,Asus Strix B550-XE Gaming WiFi,GeForce RTX 2070 SUPER,G.Skill Trident Z Royal 16 GB,SeaSonic PRIME,1246.61,Gaming,12.110684175483911
Intel Core i9-12900K,ASRock Z790 PG-ITX/TB4,Radeon RX 6600 XT,Timetec PINNACLE Konduit 16 GB,CoolMax ZX-600,1451.1000000000001,Gaming,21.573978361243196
Intel Core i7-11700KF @ 3.60GHz,Gigabyte Z490 AORUS ELITE AC,Radeon RX 6700 XT,GeIL Green 8 GB,SeaSonic PRIME,1542.96,Multimedia,34.63051537304921
AMD Athlon 3000G,Asus PRIME A320M-A,GeForce RTX 3090,G.Skill Trident Z Royal 16 GB,EVGA SuperNOVA 850 P6,2269.76,All-in-One,14.69450514591851
Intel Core i5-10600KF @ 4.10GHz,Gigabyte H470 AORUS PRO AX,GeForce RTX 2060 SUPER,Patriot Viper Elite II 16 GB,Antec High Current Pro,1269.85,Multimedia,34.750167342599525
Intel Core i7-9700 @ 3.00GHz,ASRock Z370 Extreme4,Radeon RX 580,Crucial Ballistix 32 GB,Super Flower LEADEX VII XG,2035.71,Office,14.4873287452535
Intel Core i5-10400F @ 2.90GHz,MSI MEG Z590 ACE,Radeon RX 6700 XT,Mushkin Essentials 4 GB,Thermaltake Toughpower GF1 Snow - TT Premium,1195.96,Multimedia,39.449061841533165
Intel Core i3-12100,ASRock H610M-HDV/M.2,GeForce RTX 2060,Silicon Power XPOWER Zenith RGB Gaming 32 GB,Corsair RM650 (2019),919.94,Office,37.06111268126182
Intel Core i5-12500,ASRock B760M Pro RS/D4 WiFi,GeForce GTX 1660,Corsair Vengeance 48 GB,be quiet! Pure Power 11 CM,1026.8600000000001,Professional,35.22145180453031
Intel Core i5-10400F @ 2.90GHz,MSI Z590-A PRO,TITAN V,Corsair Vengeance RGB Pro SL 32 GB,EVGA SuperNOVA 850 G5,2550.8099999999995,All-in-One,13.601561856821952
Intel Core i3-10105 @ 3.70GHz,MSI MEG Z490 GODLIKE,Radeon RX 550,Kingston Server Premier 16 GB,ADATA XPG CORE Reactor 750,1219.45,Professional,12.98864242076346
AMD Ryzen 5 5500,ASRock A520M-HDV,Radeon R5 330,G.Skill Trident Z Royal 16 GB,Thermaltake Smart BX1 RGB 650,874.51,Professional,10.35608512195401
Intel Core i7-11700F @ 2.50GHz,Asus PRIME H570M-PLUS/CSM,GeForce RTX 2070,Corsair Dominator Platinum RGB 32 GB,ADATA XPG PYLON,1348.3200000000002,All-in-One,27.62192951228195
Intel Pentium Gold G6505 @ 4.20GHz,Asus TUF GAMING B560M-PLUS,Radeon RX 6900 XT,G.Skill F3-12800CL9D-4GBNQ 4 GB,EVGA SuperNOVA 650 GT,1507.95,All-in-One,22.620909181338906
Intel Core i7-12700F,ASRock Z790 Pro RS/D4,GeForce GTX 1660 Ti,G.Skill Trident Z Royal 32 GB,Cooler Master G500,1185.82,Gaming,23.932468671467845
Intel Core i9-9920X @ 3.50GHz,Gigabyte X299X DESIGNARE 10G,GeForce GTX 1080 Ti,ADATA XPG LANCER RGB 32 GB,Silverstone HELA 850R,3190.2200000000003,Gaming,7.56546570455956
Intel Pentium Gold G6500T @ 3.50GHz,Asus PRIME H410M-K,TITAN V,PNY Performance 16 GB,SeaSonic PRIME TX,2901.2700000000004,Office,6.9149027839532335
AMD Ryzen 3 1300X,Asus PRIME B550M-A WIFI II,Radeon R5 330,Corsair Vengeance LPX 32 GB,Thermaltake Toughpower GF1 PE,801.95,All-in-One,20.05062659766818
AMD Ryzen 5 3500X,MSI B550 GAMING GEN3,GeForce RTX 3060,Mushkin Redline Lumina 64 GB,EVGA 710 BP,915.1600000000001,Gaming,25.19570348354386
Intel Core i5-9400T @ 1.80GHz,MSI MAG Z390 TOMAHAWK,Radeon RX 6600 XT,Corsair Vengeance 64 GB,Antec Signature Platinum,1536.72,Gaming,12.801681503461918
AMD Ryzen 7 2700,Asus TUF GAMING B450M-PRO II,GeForce RTX 2080,G.Skill Ripjaws S5 32 GB,FSP Group Hyper M85+,1214.95,Office,21.385242191036667
AMD Ryzen 5 3500X,MSI B450I GAMING PLUS MAX WIFI,GeForce GTX 1650 SUPER,Corsair Dominator Platinum RGB 64 GB,SeaSonic FOCUS SGX (2021),1210.97,Gaming,17.32520211070464
Intel Pentium Gold G6500T @ 3.50GHz,Asus Z590 WIFI GUNDAM EDITION,GeForce GTX 1660 SUPER,Corsair Vengeance LPX 8 GB,Corsair CX550 (2017),709.96,Gaming,17.820863147219562
Intel Core i3-10320 @ 3.80GHz,ASRock Z490 Taichi,Radeon Pro WX 4100,AMD AE34G1609U1 4 GB,Gigabyte AORUS P1200W,1621.42,Professional,10.412477951425291
Intel Core i3-10300 @ 3.70GHz,Asus ROG MAXIMUS XII FORMULA,Radeon RX 6600 XT,Corsair Dominator Platinum RGB 32 GB,Corsair TX850M,1852.96,Multimedia,25.883991019773774
Intel Core i5-12600K,ASRock Z790 Pro RS,Radeon RX 5700,Corsair CMSO16GX3M2C1600C11 16 GB,EVGA SuperNOVA 650 GT,1542.9,All-in-One,24.68183291204874
Intel Core i7-8086K @ 4.00GHz,Supermicro MBD-X11SSM-F-O,GeForce GTX 1660 SUPER,G.Skill Trident Z 32 GB,Gigabyte P550B,1343.96,Office,22.448584779308906
Intel Core i5-12400F,Asus PRIME Z790-A WIFI,Radeon RX 6800,Corsair Dominator Platinum RGB 32 GB,FSP Group Dagger Pro,1551.79,Gaming,16.75407110498199
Intel Pentium Gold G6500 @ 4.10GHz,MSI MPG B560I GAMING EDGE WIFI,Radeon RX 5600 XT,G.Skill Trident Z RGB 32 GB,Corsair CX650 (2017),1169.41,Office,23.726494557084337
Intel Core i5-7600K @ 3.80GHz,ASRock H310CM-HDV/M.2,Radeon RX Vega 56,G.Skill Ripjaws S5 64 GB,LEPA MaxBron,1395.8100000000002,Professional,29.873693410994328
Intel Core i7-7800X @ 3.50GHz,Asus WS X299 PRO,GeForce RTX 2080 Ti,G.Skill Trident Z Royal 32 GB,Silverstone Strider Platinum,2088.5699999999997,Office,13.063483627553781
AMD Ryzen 7 2700,Asus PRIME B450M-A,NVIDIA TITAN Xp,G.Skill Trident Z5 Neo RGB 32 GB,Deepcool PX-G,2453.1799999999994,Professional,14.259043364123306
AMD Ryzen 5 2600X,MSI B450M-A PRO MAX,NVIDIA TITAN Xp,G.Skill Value 8 GB,Cooler Master V550 V2,2023.34,All-in-One,14.391352911522533
Intel Core i5-9500F @ 3.00GHz,Asus WS C246 PRO,NVIDIA TITAN Xp,G.Skill Ripjaws V 16 GB,Apevia Prestige,2317.58,Office,9.689417409539262
Intel Core i3-10300 @ 3.70GHz,Asus TUF GAMING Z490-PLUS (WI-FI),Radeon RX 6800 XT,TEAMGROUP Elite 16 GB,SeaSonic FOCUS GX,1472.96,Multimedia,33.51211166630459
Intel Core i5-12600KF,Gigabyte Z790 AORUS ELITE AX,Radeon RX 6700 XT,Corsair Vengeance LPX 8 GB,SeaSonic FOCUS PLUS 850 Gold,1225.94,All-in-One,31.85294549488556
AMD Ryzen 7 5800X,Asus PRIME B450-PLUS,Radeon RX 6700 XT,Crucial CT16G4SFD824A 16 GB,EVGA 610 BP,1143.61,Multimedia,49.26854434641181
Intel Core i5-12400F,Gigabyte B760 GAMING X AX DDR4,GeForce RTX 2070 SUPER,Kingston KVR18L13Q4/32 32 GB,Thermaltake Smart,1166.3,Office,29.325216496613223
AMD PRO A12-9800E,MSI MAG A520M VECTOR WIFI,GeForce GTX 1660,Timetec PINNACLE Konduit 16 GB,Asus TUF Gaming B,891.77,Professional,29.79187458649652
AMD Ryzen 5 1600,Asus PRIME A520M-A II/CSM,GeForce RTX 2070,Corsair Vengeance 64 GB,Corsair TX750 V2,1432.22,Professional,30.65136641018838
Intel Core i9-12900T,Gigabyte B660M AORUS Pro AX DDR4,GeForce RTX 3070 Ti,G.Skill Aegis 32 GB,Cooler Master MasterWatt,1524.17,Gaming,21.523714546277645
AMD Ryzen 7 5700X,ASRock B550M Pro4,GeForce GTX 1060 5GB,Mushkin Redline 32 GB,Thermaltake TOUGHPOWER GF A3,1247.3300000000002,Office,26.602422775047497
Intel Core i5-12600KF,MSI PRO H610M-B DDR4,GeForce RTX 3060 Ti,G.Skill F3-10666CL9S-4GBSQ 4 GB,Deepcool PQ750M,1093.66,Gaming,24.24757237166944
Intel Core i3-12100,MSI PRO H610M-G WIFI DDR4,Radeon RX 590,Crucial CT51264BD1339 4 GB,Corsair RM650,1001.74,All-in-One,28.881346457164536
Intel Celeron G5905 @ 3.50GHz,MSI MEG Z490 GODLIKE,NVIDIA TITAN Xp,Kingston ValueRAM 8 GB,SeaSonic FOCUS Plus 550 Gold,2807.59,Professional,9.894607118560758
Intel Core i5-9500F @ 3.00GHz,ASRock B365M-HDV,GeForce RTX 2060,Mushkin Redline 8 GB,Silverstone Strider Platinum,821.48,Professional,29.722573891025956
Intel Core i7-12700KF,Asus PRIME B660M-K D4,GeForce RTX 2070 SUPER,G.Skill Trident Z RGB 32 GB,SeaSonic FOCUS,1376.41,Professional,26.59382015533162
Intel Core i3-9320 @ 3.70GHz,Asus PRIME Z390-A,Radeon RX Vega 64,Corsair ValueSelect 16 GB,In Win P85,1509.8600000000001,Gaming,10.81636708039156
AMD Ryzen 7 5700G,Asus TUF GAMING B550M-PLUS WIFI II,GeForce RTX 2080 SUPER,Mushkin Essentials 32 GB,Super Flower Leadex V Pro,1689.39,Professional,22.516707213846416
Intel Core i7-10700KF @ 3.80GHz,Asus PRIME H410M-K,GeForce RTX 2060 SUPER,G.Skill F4-3600C16Q2-64GTZSW 64 GB,Asus ROG LOKI,1887.6299999999999,Multimedia,27.130051969930552
Intel Celeron G5925 @ 3.60GHz,ASRock H470M-HDV/M.2,TITAN V,Kingston FURY Beast 16 GB,EVGA 600 BR,2282.2700000000004,All-in-One,12.71321973298514
AMD Ryzen 9 3900,ASRock X370 GAMING X,Radeon RX 560,Crucial CT12864AA667 1 GB,Thermaltake Toughpower Grand RGB,1175.3600000000001,Office,13.750680642526545
AMD Ryzen 5 PRO 4650G,Gigabyte B550M AORUS ELITE,GeForce RTX 3080,TEAMGROUP T-Force Delta RGB 32 GB,SHARKOON SilentStorm,1631.92,Multimedia,31.578753860483356
AMD Athlon 200GE,Gigabyte B550 AORUS ELITE,Radeon RX 6800,Mushkin Redline Lumina 16 GB,EVGA SuperNOVA 1000 G6,1362.9699999999998,All-in-One,23.767507722106874
Intel Celeron G5900 @ 3.40GHz,ASRock H570M Pro4,GeForce RTX 2080 Ti,Addlink Spider X4 16 GB,Gigabyte P550B,1354.73,Multimedia,29.96538055553505
Intel Core i9-11900K @ 3.50GHz,MSI Z590 PRO WIFI,Radeon RX 6600 XT,Corsair Vengeance 32 GB,Rosewill LEPTON 600,1353.1000000000001,Office,25.06392727810213
AMD Ryzen 3 3300X,ASRock X570D4U,GeForce GT 1030,G.Skill Ripjaws 16 GB,Asus ROG THOR P2 Gaming,1180.76,All-in-One,17.460110437345442
Intel Core i7-10700KF @ 3.80GHz,MSI MAG Z590 TORPEDO,Radeon RX Vega 56,Kingston ValueRAM 64 GB,Corsair HX750 Platinum,1769.25,Gaming,14.357326550798359
Intel Core i5-12600,ASRock B760M-HDV/M.2 D4,Radeon Vega Frontier Edition,Kingston FURY Beast RGB 32 GB,Corsair RM750e (2023),2210.5699999999997,Office,16.329724912579106
AMD Ryzen 7 PRO 3700,ASRock A520M-HVS,GeForce GT 1030,G.Skill Trident Z Royal Elite 32 GB,EVGA SuperNOVA 650 G5,915.1600000000001,Gaming,20.567441758818127
Intel Pentium Gold G5500 @ 3.80GHz,Asus ROG STRIX Z390-E GAMING,GeForce GTX 1660 SUPER,Mushkin Redline 32 GB,SeaSonic G12 GM,1040.85,Office,25.313926118076573
AMD Ryzen 7 1700,Asus ROG Crosshair VIII Extreme,Radeon RX 550,Corsair Vengeance RGB Pro SL 32 GB,EVGA 610 BP,1638.8400000000001,All-in-One,14.351126406482633
AMD Athlon 240GE,Asus PRIME B550M-K,GeForce GTX 1070 Ti,TEAMGROUP T-Force Xtreem ARGB 32 GB,SeaSonic PRIME TX,1440.49,Multimedia,28.15396149921207
AMD Ryzen 5 2600,Asus TUF GAMING B450M-PLUS II,GeForce RTX 3080 Ti,Corsair Vengeance RGB Pro SL 16 GB,be quiet! Pure Power 10,1703.85,Office,11.679431874871614
AMD PRO A12-9800,Asus PRIME A320M-E,Radeon Pro W5500,Kingston FURY Renegade 32 GB,EVGA SuperNOVA 550 GA,1245.57,Office,18.826721902422186
Intel Core i5-12500,Gigabyte B760 AORUS ELITE AX,Radeon Pro WX 4100,Thermaltake TOUGHRAM RC 16 GB,SeaSonic PRIME Ultra Platinum 1000,1408.28,Professional,14.544692816769391
Intel Core i3-10325 @ 3.90GHz,Asus ROG STRIX Z590-I GAMING WIFI,Radeon RX 6600 XT,Mushkin 996573 4 GB,Corsair CX650M (2021),1058.51,Multimedia,43.149332552361344
Intel Celeron G5905T @ 3.30GHz,ASRock B460M Steel Legend,GeForce RTX 3070 Ti,GeIL Polaris RGB SYNC 32 GB,Cooler Master MasterWatt,1269.21,Professional,32.57419969902537
Intel Core i9-11900 @ 2.50GHz,MSI MEG Z590 GODLIKE,Radeon RX 6800,Samsung M378B5173DB0-CK0 4 GB,Xilence XP750MR9,1676.08,Gaming,14.238103193165005
AMD Ryzen 5 3600XT,Gigabyte X570 AORUS ELITE,Radeon RX 580,Kingston ValueRAM 8 GB,SeaSonic PRIME PX-1300,1374.79,Professional,16.215931160395407
AMD PRO A6-9500E,ASRock X570 Phantom Gaming-ITX/TB3,Radeon RX 5700 XT,Neo Forza MARS 16 GB,Gigabyte UD1000GM,1236.38,Office,12.421747359226124
AMD Ryzen 5 PRO 4650G,ASRock X570S PG Riptide,GeForce GTX 1650,G.Skill Trident Z RGB 16 GB,Corsair VS400,1116.33,Office,20.05141848736485
AMD Ryzen 5 5500,Asus PRIME A520M-A/CSM,Radeon RX 6800 XT,Patriot Signature 4 GB,Super Flower Leadex Platinum SE,1298.28,All-in-One,28.664540777028076
AMD Ryzen 7 PRO 4750G,ASRock A520M-HDV,Radeon RX 6800,Kingston KTD-PE421/8G 8 GB,SeaSonic PRIME Ultra Titanium,1372.2900000000002,All-in-One,26.136895262663135
Intel Core i5-12600KF,Gigabyte Z690 AERO G,Radeon RX 5700 XT,Corsair Dominator Platinum RGB 32 GB,Enermax REVOLUTION D.F. 2,1450.89,Multimedia,37.90294233194798
Intel Core i3-12100,ASRock Z690 Phantom Gaming-ITX/TB4,NVIDIA TITAN Xp,Kingston Server Premier 8 GB,NZXT C1200,2265.65,All-in-One,13.900911438218614
Intel Core i3-10325 @ 3.90GHz,ASRock H510M-HDV/M.2,GeForce GTX 1650,Kingston Server Premier 8 GB,Deepcool PQ1000M,789.9200000000001,Multimedia,37.515191411788535
Intel Core i7-12700K,Gigabyte H610M H DDR4,Radeon RX 570X,G.Skill Trident Z RGB 16 GB,Corsair HX1000,1366.82,All-in-One,24.512079132585125
AMD Ryzen 5 3600X,Gigabyte X570S AORUS MASTER,Radeon RX 6800,Mushkin Essentials 16 GB,EVGA SuperNOVA 750 G6,1524.6200000000001,All-in-One,24.222691555928687
Intel Core i3-12100,Asus PRIME Z690-A,Radeon RX 570X,G.Skill Trident Z Neo 32 GB,Asus ROG Strix,1130.66,Professional,22.607592025896377
AMD Ryzen 5 1400,ASRock B550M PG RIPTIDE,Radeon RX 5600 XT,Patriot Viper Steel 8 GB,Silverstone Essential,840.61,Multimedia,49.0732920141326
Intel Core i3-12100,Asus PRIME B660M-A WIFI D4,GeForce RTX 3070,Kingston KCP316NS8/4 4 GB,be quiet! Straight Power 11 450W,1338.71,Professional,23.624608765154512
Intel Core i5-10500T @ 2.30GHz,Asus ROG STRIX B560-A GAMING WIFI,GeForce RTX 2060,G.Skill Flare X5 32 GB,Silverstone Strider,1195.8300000000002,Multimedia,32.16385272154068
AMD Ryzen 3 2200G,MSI B450M PRO-M2 MAX,GeForce RTX 3060,Kingston FURY Renegade 32 GB,Phanteks Revolt SFX,814.88,All-in-One,42.077115648929905
Intel Celeron G5905T @ 3.30GHz,Asus PRO Q570M-C/CSM,GeForce RTX 3060,Kingston FURY Beast 8 GB,SeaSonic Platinum,667.64,Gaming,18.82511533161584
AMD A12-9800E,MSI MPG X570 GAMING PRO CARBON WIFI,NVIDIA TITAN Xp,Lexar Hades RGB 16 GB,EVGA SuperNOVA 850 P6,2578.66,All-in-One,10.467995005157716
Intel Core i7-10700 @ 2.90GHz,Gigabyte Z590 AORUS ELITE AX,Radeon Pro W5500,IBM 00D4968 16 GB,Enermax MAXREVO SLI,1454.33,Professional,18.809004833841016
AMD Ryzen 7 2700X,ASRock X570 Pro4,Radeon Vega Frontier Edition,TEAMGROUP T-Force Delta RGB 16 GB,NZXT C1000 (2022),2305.62,Gaming,7.939643132866648
Intel Core i7-10700F @ 2.90GHz,Gigabyte Z490 AORUS ELITE AC,GeForce GTX 1070 Ti,Kingston KVR16N11/8 8 GB,be quiet! System Power 10,1096.04,Professional,24.80748877778183
AMD Ryzen 5 1600X,ASRock X370 Killer SLI,GeForce RTX 2060,Crucial CT32G4LFQ4213 32 GB,Athena Power AP-MFATX40P8,996.2800000000001,Gaming,17.884329706508208
Intel Core i7-12700K,Asus ROG STRIX Z790-A GAMING WIFI,GeForce RTX 3090,Kingston ValueRAM 2 GB,Deepcool PX-G,2736.6399999999994,All-in-One,14.827671889616468
AMD Ryzen 3 1200,Biostar A320MH,Radeon Pro W5500,Kingston KCP424SS6/4 4 GB,Cooler Master Elite V3,888.0999999999999,All-in-One,28.92534624479226
AMD Ryzen 5 4500,Asus ROG Crosshair VIII Hero (WI-FI),GeForce GT 1030,Corsair Vengeance 64 GB,Corsair SF450,1007.21,Professional,29.241667576771473
Intel Core i5-12500T,MSI MEG Z690I UNIFY,GeForce GTX 1650,Corsair Vengeance LPX 256 GB,Gigabyte UD750GM,1596.96,All-in-One,47.204062719166416
AMD Ryzen 7 5800X3D,NZXT N7 B550,Radeon RX Vega 64,Mushkin Proline 16 GB,Super Flower Leadex Titanium,2014.56,Professional,14.056667460884759
Intel Core i3-10305 @ 3.80GHz,ASRock Z490 PG Velocita,GeForce GTX 1060 5GB,G.Skill Trident Z 32 GB,Thermaltake Toughpower GF1 PE,1175.28,Multimedia,29.98817303110748
Intel Pentium Gold G6605 @ 4.30GHz,Asus TUF GAMING B560M-PLUS,GeForce GTX 1650 SUPER,Kingston KTD-PE426S8/8G 8 GB,FSP Group FSP500-50FSPT,910.3199999999999,Professional,24.86598119342649
Intel Core i5-10400F @ 2.90GHz,ASRock H510M-ITX/ac,GeForce RTX 3060,Mushkin Redline 16 GB,Cooler Master V1300 Platinum,1165.49,Office,18.732035452899638
Intel Core i7-10700T @ 2.00GHz,Asus PRIME H510M-A,GeForce GTX 1650,Thermaltake TOUGHRAM RGB 16 GB,Corsair RM1000,1377.96,All-in-One,17.814160062701387
Intel Core i3-12100T,MSI MAG B660 TOMAHAWK WIFI DDR4,Radeon RX 590,Corsair Vengeance 32 GB,EVGA SuperNOVA 650 G+,1146.91,Gaming,17.582547889546692
Intel Core i9-10900 @ 2.80GHz,Gigabyte Z590 AORUS ELITE,GeForce GTX 1660,Patriot Viper 4 Blackout 64 GB,EVGA SuperNOVA 1000 G+,1492.0600000000002,All-in-One,27.654517914829157
Intel Core i9-12900KS,MSI PRO H610M-B DDR4,Radeon RX 550,Kingston KVR13R9D4/16I 16 GB,FSP Group Dagger Pro,1252.68,Gaming,22.862422965162686
Intel Core i3-12300,Gigabyte B760 GAMING X AX,GeForce GTX 1660 SUPER,PROXMEM KERBEROS 16 GB,Cooler Master MWE Bronze,751.72,Multimedia,55.86854147820998
Intel Core i3-9300T @ 3.20GHz,ASRock H310CM-HDV/M.2,GeForce RTX 3060,Kingston FURY Beast RGB 64 GB,Thermaltake German,1059.15,Multimedia,44.867110418732004
Intel Core i9-7940X @ 3.10GHz,EVGA X299 MICRO ATX 2,GeForce RTX 3070,Mushkin Essentials 2 GB,Corsair HX1200i,2222.4900000000002,Gaming,10.011428622850945
